TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-130588-2025","2025-12-20 09:42:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","PALM DEIRA","Unit","Flat","2493000","128.69","128.69","2 B/R","1","Palm Deira Metro Stations","","Dubai International Airport","0","0","","Bayview Boulevard"
"102-130589-2025","2025-12-20 10:02:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","667347.97","45.03","45.03","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Ashley Hills"
"102-130590-2025","2025-12-20 10:11:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","667318.17","45.38","45.38","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Ashley Hills"
"102-130591-2025","2025-12-20 10:19:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","674846.26","45.03","45.03","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Ashley Hills"
"102-130592-2025","2025-12-20 10:37:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4570943","252.32","252.32","3 B/R","2","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Royal Regency Suites"
"102-130593-2025","2025-12-20 10:45:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","723400","40.12","40.12","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Marquis One"
"102-130594-2025","2025-12-20 10:58:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali First","Unit","Flat","1368960","95.25","95.25","2 B/R","1","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Sola Residences"
"102-130595-2025","2025-12-20 11:49:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1300000","99.6","99.6","2 B/R","1","","","Dubai Cycling Course","0","0","","Grove "
"102-130596-2025","2025-12-20 11:15:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Office","4436800","112.58","112.58","NA","2","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","burj capital "
"102-130597-2025","2025-12-20 12:25:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","710000","42.81","42.81","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Vincitore Dolce Vita"
"102-130598-2025","2025-12-20 11:23:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1990000","161.49","161.49","3 B/R","1  1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130599-2025","2025-12-20 12:38:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Ras Al Khor Industrial First","Unit","Flat","2355577","105.72","105.72","2 B/R","1","","","","0","0","","SOBHA ONE"
"102-130600-2025","2025-12-20 11:28:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","4900000","197.49","197.49","3 B/R","2","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Riva Residence"
"102-130601-2025","2025-12-20 11:28:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Office","2521981","155.3","155.3","","3","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Capital One"
"102-130602-2025","2025-12-20 11:30:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Jadaf","Unit","Flat","1405000","79.73","79.73","1 B/R","1","","","","0","0","","Binghatti Starlight"
"102-130603-2025","2025-12-20 11:33:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2318381","132.97","132.97","3 B/R","2","","","","0","0","","Dreamlife Residences"
"102-130604-2025","2025-12-20 11:46:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1044200","75.33","75.33","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130605-2025","2025-12-20 11:47:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","689999","34.81","34.81","Studio","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130606-2025","2025-12-20 11:55:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","1748849","77.87","77.87","1 B/R","1","","","","0","0","","Arka Enclave Residences"
"102-130607-2025","2025-12-20 11:55:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","634887","44.04","44.04","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130608-2025","2025-12-20 12:01:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","687999","34.6","34.6","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130609-2025","2025-12-20 12:03:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2168612","120.54","120.54","3 B/R","2","","","","0","0","","Dreamlife Residences"
"102-130610-2025","2025-12-20 12:04:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2674510","109.85","109.85","2 B/R","1","","","","0","0","","Arka Enclave Residences"
"102-130611-2025","2025-12-20 12:09:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","769999","38.01","38.01","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Amberhall"
"102-130612-2025","2025-12-20 12:14:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1970000","161.49","161.49","3 B/R","1  1","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Soul by vision"
"102-130613-2025","2025-12-20 12:18:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","754999","33.63","33.63","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Amberhall"
"102-130614-2025","2025-12-20 12:19:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1159900","60.51","60.51","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","MAISON ELYSEE III BY PANTHEON","VOXA RESIDENCES"
"102-130615-2025","2025-12-20 12:25:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","744999","34","34","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Amberhall"
"102-130616-2025","2025-12-20 12:52:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1100000","73.87","73.87","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130617-2025","2025-12-20 12:54:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","602341","34.45","34.45","Studio","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130618-2025","2025-12-20 13:11:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","699999","34.73","34.73","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130619-2025","2025-12-20 13:13:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1457484","105.47","105.47","2 B/R","1  0","","","IMG World Adventures","0","0","","BLISS TOWER "
"102-130620-2025","2025-12-20 13:13:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","3124092","136.84","136.84","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Tiger Sky Tower"
"102-130621-2025","2025-12-20 13:13:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","565182.64","43.85","43.85","Studio","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130622-2025","2025-12-20 13:18:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","640099","32.55","32.55","Studio","1","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","GUZEL TOWERS"
"102-130623-2025","2025-12-20 13:25:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1512499","39.53","39.53","Studio","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Binghatti Skyrise"
"102-130624-2025","2025-12-20 13:25:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali First","Unit","Flat","1424000","107.16","107.16","2 B/R","1","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","South Garden B"
"102-130625-2025","2025-12-20 13:26:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1287100","70.93","70.93","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Marquis One"
"102-130626-2025","2025-12-20 13:37:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","718999","34.6","34.6","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130627-2025","2025-12-20 13:45:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","718999","34.73","34.73","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130628-2025","2025-12-20 13:48:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","919055.65","70.52","70.52","1 B/R","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130629-2025","2025-12-20 13:56:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1240999","97.84","97.84","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130630-2025","2025-12-20 15:05:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1177000","38.91","38.91","Studio","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Diamondz By Danube "
"102-130631-2025","2025-12-20 14:07:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1049903","80.56","80.56","1 B/R","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130632-2025","2025-12-20 14:13:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1061999","61.41","61.41","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130633-2025","2025-12-20 14:18:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","788159","35.51","35.51","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"102-130634-2025","2025-12-20 14:53:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","2602888","113.26","113.26","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Palace Residences Dubai Hills Estate"
"102-130635-2025","2025-12-20 14:19:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","892870","75.47","75.47","1 B/R","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130636-2025","2025-12-20 14:22:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1036469","41.45","41.45","Studio","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Binghatti Hills "
"102-130637-2025","2025-12-20 14:29:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2249999","114.18","114.18","2 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Ruby"
"102-130638-2025","2025-12-20 14:34:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1160999","71.68","71.68","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130639-2025","2025-12-20 14:40:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1193999","74.1","74.1","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130640-2025","2025-12-20 14:40:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1618081.5","128.94","128.94","2 B/R","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130641-2025","2025-12-20 14:43:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1163999","78.18","78.18","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130642-2025","2025-12-20 14:46:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","704999","35.63","35.63","Studio","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130643-2025","2025-12-20 14:46:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Flat","2248260","128.55","128.55","2 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Waterway by Prestige One"
"102-130644-2025","2025-12-20 14:50:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1100000","73.87","73.87","1 B/R","1","","","IMG World Adventures","0","0","","Binghatti Titania"
"102-130645-2025","2025-12-20 14:58:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","637660","41.92","41.92","Studio","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130646-2025","2025-12-20 15:00:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","710999","34.6","34.6","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130647-2025","2025-12-20 15:04:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1594116","79.63","79.63","1 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Binghatti Hills "
"102-130648-2025","2025-12-20 15:07:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","684999","34.79","34.79","Studio","1","","","IMG World Adventures","0","0","","Binghatti Vintage"
"102-130649-2025","2025-12-20 15:08:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2551100","110.94","110.94","2 B/R","1","","","","0","0","","Seaside by Prestige One "
"102-130650-2025","2025-12-20 15:11:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","887499","35.98","35.98","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Ruby"
"102-130651-2025","2025-12-20 15:11:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","628828","41.34","41.34","Studio","1","","","IMG World Adventures","0","0","","Seraph by Wadan"
"102-130652-2025","2025-12-20 15:13:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1327930","105.53","105.53","2 B/R","1","","","Expo 2020 Site","0","0","","Trafford Residence"
"102-130653-2025","2025-12-20 15:14:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1179999","65.67","65.67","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Amberhall"
"105-334-2025","2025-12-19 10:59:28","Mortgage","Mortgage Pre-Registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","688767","181.44","181.44","3 B/R","","","","","0","0","","The Valley - Nima"
"11-52472-2025","2025-12-19 10:28:44","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","800000","80.02","80.02","1 B/R","P3-86","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","DEZIRE RESIDENCES"
"11-52796-2025","2025-12-19 10:40:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Hotel Apartment","500000","36.68","36.68","Studio","P4-04","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Milano Giovanni Boutique Suites"
"11-52925-2025","2025-12-19 12:13:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","725000","59.55","59.55","1 B/R","B-108","","","Expo 2020 Site","0","0","","The Pulse Residence"
